年度,問句,問題類別
2024,工讀生徵人,工讀招募
2024,期刊資料庫,電子資源與系統登入
2024,有徵工讀生嗎,工讀招募
2024,授權書列列印,學位論文與比對系統
2024,開館日期及時間,開館時間與空間指引
2024,學位論文比對,學位論文與比對系統
2024,校外人士進館,校外人士與校友服務
2024,校史館開館時間,開館時間與空間指引
2024,辦理借書證,校外人士與校友服務
2024,辦理借書證,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,借書,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,討論室,空間與設備
2024,空間與設備,空間與設備
2024,校外人士進館,校外人士與校友服務
2024,學位論文比對,學位論文與比對系統
2024,論文格式,學位論文與比對系統
2024,論文格式,學位論文與比對系統
2024,各類圖書位置,館藏查詢
2024,紙本學位論文書脊,學位論文與比對系統
2024,可以借出學位論文嗎,借還書與流通服務
2024,請問各樓層的配置圖,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,借書,借還書與流通服務
2024,校友可以借電子書嗎?,校外人士與校友服務
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,學位論文提交,學位論文與比對系統
2024,學位論文提交,學位論文與比對系統
2024,討論室預約,空間與設備
2024,三樓的哪裡,開館時間與空間指引
2024,列印,空間與設備
2024,一個人可以借幾本書,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,紙本學位論文封面,學位論文與比對系統
2024,我要續借,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,圖書館書目類別,館藏查詢
2024,繳納罰款,借還書與流通服務
2024,罰款,借還書與流通服務
2024,小書僮,客服機機人
2024,你好,客服機機人
2024,你是誰,客服機機人
2024,上傳審核後才有辦法印嗎?,學位論文與比對系統
2024,淡江大學學位論文授權書,學位論文與比對系統
2024,學位論文提交,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,學位論文提交,學位論文與比對系統
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,ieee,幫忙找資料
2024,畢業後最終可使用圖書館的確切日期,校外人士與校友服務
2024,辦理借書證,校外人士與校友服務
2024,所以畢業生可申請圖書館借書證?,校外人士與校友服務
2024,畢業後還能使用線上資源嗎,電子資源與系統登入
2024,借書證停用要帶那些證件,借還書與流通服務
2024,校友借書,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,自習室也休館嗎,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,如何看到電子書全文？,電子資源與系統登入
2024,線上全文閱讀,電子資源與系統登入
2024,電子書,電子資源與系統登入
2024,博士班可以借幾冊書,借還書與流通服務
2024,辦理借書證,校外人士與校友服務
2024,校史館開館時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,如何申請義工？,其他
2024,6/10圖書館的開館時間是？,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,端午節有開嗎,開館時間與空間指引
2024,where to login,電子資源與系統登入
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,開館日,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,請問外校生可以進入嗎,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,自習室在哪,空間與設備
2024,雲端圖書館自動化系統是線上公用目錄嗎,館藏查詢
2024,圖書館線上公用目錄為何,館藏查詢
2024,辦理借書證,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,辦理借書證,校外人士與校友服務
2024,館際借書與複印,借還書與流通服務
2024,館際借書與複印,借還書與流通服務
2024,辦理借書證,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,辦理借書證,校外人士與校友服務
2024,辦理借書證,校外人士與校友服務
2024,辦理借書證,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,Turnitin論文比對系統,學位論文與比對系統
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,逾期罰款的繳交方式？,借還書與流通服務
2024,請問有對校外人士開放嗎,校外人士與校友服務
2024,碩士論文繳交期限,學位論文與比對系統
2024,可以線上看書嗎,電子資源與系統登入
2024,開館日期及時間,開館時間與空間指引
2024,校史館開館時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,校友借書,校外人士與校友服務
2024,研究小間申請,空間與設備
2024,討論室預約,空間與設備
2024,校友借書,校外人士與校友服務
2024,學位論文比對,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,學位論文比對,學位論文與比對系統
2024,館際借書與複印,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,入館紀錄查詢,行政庶務
2024,職員借書，多久要還？,借還書與流通服務
2024,我不是淡大的教職員生，我能使用圖書館的哪些服務？,校外人士與校友服務
2024,我想找dvd,館藏查詢
2024,校外人士進館,校外人士與校友服務
2024,沒帶學生證可以借書嗎,借還書與流通服務
2024,小書僮,客服機機人
2024,你好,客服機機人
2024,沒有回答到問題,客服機機人
2024,贈書編號是多少，無法填單,行政庶務
2024,我要捐贈書籍,行政庶務
2024,請問捐書表單的贈書編號？,行政庶務
2024,"我想捐教科書, 請問圖書館收嗎?",行政庶務
2024,你好，我是中文系校友，請問中文系用書能捐嗎？,行政庶務
2024,論文格式,學位論文與比對系統
2024,討論室使用單是什麼？,空間與設備
2024,討論室很吵,空間與設備
2024,問題反應,行政庶務
2024,很吵,空間與設備
2024,討論室音量過大,空間與設備
2024,請問校友如何借電子書,校外人士與校友服務
2024,校園地圖,開館時間與空間指引
2024,覺生大樓,開館時間與空間指引
2024,決生大樓,開館時間與空間指引
2024,索書號怎麼找,館藏查詢
2024,如何預約,借還書與流通服務
2024,論文期刊格式,學位論文與比對系統
2024,校外人士進館,校外人士與校友服務
2024,討論室的討論單去哪裡印,空間與設備
2024,討論單去哪裡印,空間與設備
2024,校友,校外人士與校友服務
2024,校友 館際合作,校外人士與校友服務
2024,討論室預約,空間與設備
2024,學位論文比對,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,小書僮,客服機機人
2024,借閱冊數,借還書與流通服務
2024,如何登出,電子資源與系統登入
2024,6/9圖書館有開嗎,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,借還書規則,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,電影多媒體平台,電子資源與系統登入
2024,開館日期及時間,開館時間與空間指引
2024,有可以打報告的電腦嗎,空間與設備
2024,圖書館有電腦可以借嗎,空間與設備
2024,請問學位論文授權書去哪裡下載,學位論文與比對系統
2024,考試前周自習室閉關時間,開館時間與空間指引
2024,晚餐該吃什麼?,其他
2024,借還書規則,借還書與流通服務
2024,學位論文提交,學位論文與比對系統
2024,您好，可以問您校內工讀生校史組的工作細項嗎？,工讀招募
2024,學位論文比對,學位論文與比對系統
2024,圖書館舉辦,圖書館推廣與展演活動
2024,我想查詢我還沒還的書,借還書與流通服務
2024,端午節6/10圖書館有開嗎,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,詢問台工作內容,行政庶務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,權利金,其他
2024,校外人士進館,校外人士與校友服務
2024,如何查找電子資料庫、期刊,電子資源與系統登入
2024,商業周刊 第1900期,幫忙找資料
2024,借閱冊數,借還書與流通服務
2024,商業周刊,幫忙找資料
2024,小書僮,客服機機人
2024,商業周刊,幫忙找資料
2024,開館日期及時間,開館時間與空間指引
2024,校史館開館時間,開館時間與空間指引
2024,啊12點去怎麼沒開,開館時間與空間指引
2024,自習室開放時間,開館時間與空間指引
2024,借還書規則,借還書與流通服務
2024,如何經由本校圖書館網站連用，通過學校單一登入(SSO) 認證後，即可閱讀／下載全文。,電子資源與系統登入
2024,經由本校圖書館網站連用，通過學校單一登入(SSO) 認證後，即可閱讀／下載全文。,電子資源與系統登入
2024,圖書館利用講習,圖書館推廣與展演活動
2024,學位論文提交,學位論文與比對系統
2024,學位論文比對,學位論文與比對系統
2024,電子期刊下載,電子資源與系統登入
2024,論文中文摘要格式,學位論文與比對系統
2024,討論室預約,空間與設備
2024,借還書規則,借還書與流通服務
2024,哺乳室,空間與設備
2024,如何借電子書,電子資源與系統登入
2024,取消討論室預約,空間與設備
2024,借還書規則,借還書與流通服務
2024,"我薦購的書, 才剛買進來, 要如何取得",行政庶務
2024,"我薦購的書, 要如何取得",行政庶務
2024,校友借書,校外人士與校友服務
2024,有多少書,館藏查詢
2024,尋找X先生的活動？,圖書館推廣與展演活動
2024,尋找小Q,客服機機人
2024,工讀上班時間,工讀招募
2024,學位論文提交,學位論文與比對系統
2024,校外人士進館,校外人士與校友服務
2024,圖書互借證,借還書與流通服務
2024,圖書館各樓層有什麼書,館藏查詢
2024,圖書館各樓層有什麼書,館藏查詢
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,可以在家使用電子資料庫嗎??(校友),校外人士與校友服務
2024,校友可以使用電腦設備及電子資料庫嗎？,校外人士與校友服務
2024,如果是校友，在家使用自己電腦，可以使用電子資源庫嗎??,校外人士與校友服務
2024,校友可以使用電腦設備及電子資料庫嗎？,校外人士與校友服務
2024,如果是校友，在家使用自己電腦，可以使用電子資源庫嗎??,校外人士與校友服務
2024,借影片,借還書與流通服務
2024,申請討論室,空間與設備
2024,如何借用多媒體資源室？,空間與設備
2024,自習室開放時間,開館時間與空間指引
2024,開到幾點,開館時間與空間指引
2024,校史館開館時間,開館時間與空間指引
2024,論文投影片有固定格式嗎,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,校友借書,校外人士與校友服務
2024,辦理借書證,借還書與流通服務
2024,有哪位館員同時在兩個組任職,行政庶務
2024,可以查询及下载硕士论文吗,館藏查詢
2024,幾樓可以借電影,空間與設備
2024,電影區登記,空間與設備
2024,圖書館哪裡可看電影,空間與設備
2024,五樓電影區登記,空間與設備
2024,找書,館藏查詢
2024,校外人士進館,校外人士與校友服務
2024,小說在哪,館藏查詢
2024,租借黑天鵝dvd,借還書與流通服務
2024,租借dvd,借還書與流通服務
2024,論文行高,學位論文與比對系統
2024,意見反應,行政庶務
2024,借還書相關問題,借還書與流通服務
2024,圖書館電子書庫,電子資源與系統登入
2024,圖書館有的書可以直接線上看嗎,電子資源與系統登入
2024,電子書怎麼借,電子資源與系統登入
2024,辦理借書證,借還書與流通服務
2024,借閱論文,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,口試結束一個月內需辦理離校？,學位論文與比對系統
2024,學位論文上傳說明會,圖書館推廣與展演活動
2024,辦理離校手續,學位論文與比對系統
2024,開館日期及時間,開館時間與空間指引
2024,多媒體資源空間,空間與設備
2024,圖書館各樓層有什麼書,館藏查詢
2024,校友可以使用電腦設備及電子資料庫嗎？,校外人士與校友服務
2024,校友 電影,校外人士與校友服務
2024,怎麼關掉小書僮,客服機機人
2024,推薦我工讀生可以去哪個組,工讀招募
2024,工讀生在幹嘛,工讀招募
2024,只給我廁所就好,其他
2024,每一樓都有?,空間與設備
2024,幾樓有廁所,空間與設備
2024,參考服務台在哪,行政庶務
2024,明天圖書館開館時間,開館時間與空間指引
2024,論文服務系統授權書,學位論文與比對系統
2024,借閱冊數,借還書與流通服務
2024,孟德爾之夢,幫忙找資料
2024,學位論文上傳說明會,圖書館推廣與展演活動
2024,學位論文提交,學位論文與比對系統
2024,學位論文提交,學位論文與比對系統
2024,請問有產經資料庫的資源嗎？,幫忙找資料
2024,有什麼書,館藏查詢
2024,我可以借幾本書,借還書與流通服務
2024,明天會開館嗎,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,小書僮,客服機機人
2024,介紹你自己,客服機機人
2024,查書,館藏查詢
2024,借閱冊數,借還書與流通服務
2024,小書僮,客服機機人
2024,有灌籃高手嗎,館藏查詢
2024,圖書館最近的活動,圖書館推廣與展演活動
2024,漫畫在那嘍,館藏查詢
2024,可以跟我聊天嗎,客服機機人
2024,逾期罰款不繳，有何影響,借還書與流通服務
2024,書本逾期沒還會怎麼樣,借還書與流通服務
2024,逾期罰款,借還書與流通服務
2024,原創性比對相似度,學位論文與比對系統
2024,請問比對系統要拿掉什麼部份減少相似度,學位論文與比對系統
2024,漫畫,館藏查詢
2024,學位論文提交,學位論文與比對系統
2024,學習與研究,其他
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,校友借書,校外人士與校友服務
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,無障礙,空間與設備
2024,無障礙環境,空間與設備
2024,空間與設備,空間與設備
2024,淡江有endnote 21嗎？,電子資源與系統登入
2024,沒有清寒可以申請圖書館工讀嗎,工讀招募
2024,續借時間,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,等待turnitin 審核帳號需要多久,學位論文與比對系統
2024,比對系統報告要等多久,學位論文與比對系統
2024,學位論文比對,學位論文與比對系統
2024,小書僮好！ 我想查我有沒有欠書 可以嗎？,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,小書僮是怎麼做的,客服機機人
2024,endnote安裝,電子資源與系統登入
2024,個人讀書空間要申請嗎,空間與設備
2024,學習與研究,其他
2024,校友借書,校外人士與校友服務
2024,我要找書,館藏查詢
2024,Turnitin使用手冊,學位論文與比對系統
2024,請問turnitin有限次數嗎??,學位論文與比對系統
2024,討論室預約,空間與設備
2024,論文格式下載,學位論文與比對系統
2024,簡報練習室預約,空間與設備
2024,去哪看書何時到期?,借還書與流通服務
2024,書籍查詢,館藏查詢
2024,罰款是馬上繳嗎?,借還書與流通服務
2024,逾期罰款不繳，有何影響,借還書與流通服務
2024,逾期通知,借還書與流通服務
2024,逾期罰款,借還書與流通服務
2024,工讀申請,工讀招募
2024,個人閱覽座位需要借用嗎,空間與設備
2024,請問有個人小間嗎,空間與設備
2024,請問 校外人士 可以影印或掃描文件嗎,校外人士與校友服務
2024,請問校外人士可以進去圖書館嗎?,校外人士與校友服務
2024,討論室預約,空間與設備
2024,圖書館利用講習,圖書館推廣與展演活動
2024,學位論文比對,學位論文與比對系統
2024,校友借書,校外人士與校友服務
2024,呼叫小Q,客服機機人
2024,顯示404,電子資源與系統登入
2024,無法登入,電子資源與系統登入
2024,​淡江大學學位論文授權書,學位論文與比對系統
2024,國家圖書館博碩士論文電子檔案上網授權書在哪裡下載,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,校友相關服務,校外人士與校友服務
2024,校友相關服務,校外人士與校友服務
2024,什麼都可以捐,資源推薦購買
2024,贈書 內容,資源推薦購買
2024,可以捐書嗎？,資源推薦購買
2024,請問有阿甘正傳 DVD嗎,幫忙找資料
2024,查詢個人借閱紀錄,借還書與流通服務
2024,查欠款,借還書與流通服務
2024,校友借書,校外人士與校友服務
2024,討論室預約,空間與設備
2024,開館日期及時間,開館時間與空間指引
2024,討論室預約,空間與設備
2024,借還書規則,借還書與流通服務
2024,請問我是校友，可以借館內的書嗎?,校外人士與校友服務
2024,請問我是校友，可以借銘傳的書嗎?,校外人士與校友服務
2024,請問資料庫跟電子書的差別是甚麼？,電子資源與系統登入
2024,請問你們有無障礙空間嗎?,空間與設備
2024,罰款,借還書與流通服務
2024,怎麼繳錢?,行政庶務
2024,請問圖書館哪幾樓有無障礙廁所?,空間與設備
2024,開館日期及時間,開館時間與空間指引
2024,整架時間,行政庶務
2024,找不到書能找櫃台嗎?,館藏查詢
2024,按照索書號尋書時常找不到書,館藏查詢
2024,學位論文比對,學位論文與比對系統
2024,校友借書,校外人士與校友服務
2024,校友可以使用電子資源嗎?,電子資源與系統登入
2024,學位論文比對,學位論文與比對系統
2024,學位論文提交,學位論文與比對系統
2024,如何從圖書館資料庫下載EndNote,電子資源與系統登入
2024,要怎麼申請館際合作??,行政庶務
2024,線上註冊,電子資源與系統登入
2024,找不到線上註冊的地方,電子資源與系統登入
2024,入館前如何須先線上註冊,電子資源與系統登入
2024,校外人士進館,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,線上註冊,電子資源與系統登入
2024,校外人士進館,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,怎麼查詢書在哪裡,館藏查詢
2024,借閱冊數,借還書與流通服務
2024,那如果碰到暑假續借會超過90天呢,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,開館時間、入館,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,討論室預約,空間與設備
2024,簡報練習室預約,空間與設備
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,圖書館工讀生徵選時程,工讀招募
2024,學期中能加工讀嗎,工讀招募
2024,寒暑假是否徵工讀生？,工讀招募
2024,工讀消息去哪裡看,工讀招募
2024,申請工讀生,工讀招募
2024,如何應徵圖書館工讀生,工讀招募
2024,您好，我目前已經借了2本書了，還可以再借其他本嗎？還是要先歸還再一起借,借還書與流通服務
2024,112電機錄取榜單,其他
2024,線上申請館際借書與複印,借還書與流通服務
2024,"您好, 請問透過rapidill申請的文獻, 到館後是直接把電子檔寄給申請者, 還是要到櫃台取件 ?",借還書與流通服務
2024,辦理借書證,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,短期約聘 借書,校外人士與校友服務
2024,學習與研究,行政庶務
2024,請問淡江有哪些資料庫可以幫助我研究有關於台灣與加拿大的關係呢,幫忙找資料
2024,在書架上找不到書怎麼辦,館藏查詢
2024,館員,行政庶務
2024,開館日期及時間,開館時間與空間指引
2024,校史館開館時間,開館時間與空間指引
2024,找書,館藏查詢
2024,可以線上借閱嗎,借還書與流通服務
2024,沒帶學生證可以進館嗎,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,校外人士可以使用一樓自習室嗎？,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,博碩士論文何處尋,館藏查詢
2024,论文应该去哪里找？,館藏查詢
2024,請問台北校區可以影印嗎,空間與設備
2024,想請問，有本書上架到5/19是之後就不能借這本書了嗎？,借還書與流通服務
2024,想請問，有本書上架到5/19是之後就不能借這本書了嗎？,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,找書,館藏查詢
2024,呼叫小Q,客服機機人
2024,小Q是誰,客服機機人
2024,影印規範,空間與設備
2024,請問x先生在那,行政庶務
2024,圖書館實境解謎,圖書館推廣與展演活動
2024,想請問什麼時候會招113年的工讀生？,工讀招募
2024,書本未來造物者,圖書館推廣與展演活動
2024,未來造物主者,圖書館推廣與展演活動
2024,工讀生徵人,工讀招募
2024,學位論文授權書,學位論文與比對系統
2024,書本要在哪裡推薦,資源推薦購買
2024,可以拿走嗎,其他
2024,報紙可以拿走嗎,其他
2024,有人在7樓吵鬧,空間與設備
2024,申請工讀生,工讀招募
2024,如何應徵圖書館工讀生,工讀招募
2024,續借網址,借還書與流通服務
2024,登入,電子資源與系統登入
2024,我要查藏書位置,館藏查詢
2024,博碩士論文何處尋,館藏查詢
2024,論文,學位論文與比對系統
2024,Turnitin論文比對系統 請問怎麼註冊新帳號,學位論文與比對系統
2024,預約取書區,借還書與流通服務
2024,X先生去哪了,行政庶務
2024,x先生,行政庶務
2024,X先生是誰,行政庶務
2024,水平線上的陰謀,其他
2024,尋找小Q,客服機機人
2024,開館時間、入館,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,你這還要你來說嗎,其他
2024,可是並不知道繪本的名字，只知道分類為繪本,館藏查詢
2024,尋找繪本資源,幫忙找資料
2024,誰是小Q,客服機機人
2024,報名工讀要找哪個單位,工讀招募
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,預約討論室,空間與設備
2024,討論室預約,空間與設備
2024,松本清張,其他
2024,小書僮,客服機機人
2024,線索,其他
2024,圖書館工讀生徵人,工讀招募
2024,館際借書與複印,借還書與流通服務
2024,校史館開館時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,索書號查書,館藏查詢
2024,呼叫小Q,客服機機人
2024,詢問小Ｑ,客服機機人
2024,討論室預約,空間與設備
2024,我在家裡可以使用電子書嗎?,電子資源與系統登入
2024,空間與設備,空間與設備
2024,學位論文提交,學位論文與比對系統
2024,開館日期及時間,開館時間與空間指引
2024,小Q,客服機機人
2024,意見信箱,行政庶務
2024,討論室使用單在哪裡？,空間與設備
2024,討論室使用單是什麼？,空間與設備
2024,討論室預約,空間與設備
2024,本校訂的期刊有哪些？,館藏查詢
2024,開館日期及時間,開館時間與空間指引
2024,借還書規則,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,鐘靈圖書館開放時間,開館時間與空間指引
2024,校外人士進館,校外人士與校友服務
2024,如果有找不到的文章該怎麼辦,館藏查詢
2024,最近圖書館有辦什麼講座呢,圖書館推廣與展演活動
2024,我想找村上春樹的資料,幫忙找資料
2024,The Wall Street Joumal （ProQuest）資料庫在哪,電子資源與系統登入
2024,請問最近圖書館有什麼活動,圖書館推廣與展演活動
2024,呼叫小Q,客服機機人
2024,呼叫小Ｑ,客服機機人
2024,小Ｑ,客服機機人
2024,借還書規則,借還書與流通服務
2024,校友可以使用電子資源嗎?,校外人士與校友服務
2024,請問聯合新聞資料庫怎麼不見了,電子資源與系統登入
2024,聯合新聞網,電子資源與系統登入
2024,校外人士進館,校外人士與校友服務
2024,台北還覺生,其他
2024,學生課程需要拍攝(不含拍偶像劇、拍婚紗)，內容與圖書館利用相關，應如何申請?,行政庶務
2024,如何查找電子資料庫、期刊,電子資源與系統登入
2024,數學統計資料庫,幫忙找資料
2024,建議購買,資源推薦購買
2024,校外人士進館,校外人士與校友服務
2024,小書僮,客服機機人
2024,預約書區,空間與設備
2024,預約取書區在哪裡,空間與設備
2024,按照索書號尋書時常找不到書,館藏查詢
2024,呼叫小Q,客服機機人
2024,呼叫小Q,客服機機人
2024,食物/飲料可以帶進館嗎？,行政庶務
2024,借書可借幾天,借還書與流通服務
2024,自助借書機位置,空間與設備
2024,怎麼借書,借還書與流通服務
2024,這學期工讀,工讀招募
2024,呼叫小Q,客服機機人
2024,如何應徵圖書館工讀生,工讀招募
2024,開館日期及時間,開館時間與空間指引
2024,我是本校學生但密碼是什麼,電子資源與系統登入
2024,我要借圖書館電腦 第一次使用密碼是什麼,電子資源與系統登入
2024,校友借書,校外人士與校友服務
2024,您好，我要問校史館開館時間,開館時間與空間指引
2024,校史館開館時間,開館時間與空間指引
2024,校史館參觀時間,開館時間與空間指引
2024,館，藏,館藏查詢
2024,書目與館藏,館藏查詢
2024,館員,行政庶務
2024,您好，我想要找館藏借閱、也要找館員,館藏查詢
2024,您好，我想要找館藏可以嗎？感恩,館藏查詢
2024,您好，我想要找館藏,館藏查詢
2024,館藏,館藏查詢
2024,辦理借書證,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,歐盟資訊中心,行政庶務
2024,歐盟中心,行政庶務
2024,如何登入館藏查詢系統？,電子資源與系統登入
2024,研究小間申請,空間與設備
2024,歐盟中心,行政庶務
2024,X先生,行政庶務
2024,校友借書,校外人士與校友服務
2024,館際借書與複印,借還書與流通服務
2024,辦理借書證,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,借閱冊數,借還書與流通服務
2024,小書僮,客服機機人
2024,你是誰阿,客服機機人
2024,學位論文提交,學位論文與比對系統
2024,借還書規則,借還書與流通服務
2024,Ieee,電子資源與系統登入
2024,校外人士進館,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,借還書規則,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,借書到幾點,開館時間與空間指引
2024,開館日期及時間,開館時間與空間指引
2024,可以進去學校參觀嗎,校外人士與校友服務
2024,校外人士進館,校外人士與校友服務
2024,校友入館,校外人士與校友服務
2024,請問沒有身份證的話怎麼辦,行政庶務
2024,校外人士進館,校外人士與校友服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,考古題,館藏查詢
2024,X先生去哪了,行政庶務
2024,開館時間,開館時間與空間指引
2024,村上春樹的書在哪,館藏查詢
2024,村上春樹是誰,其他
2024,主題特藏,館藏查詢
2024,特藏?,館藏查詢
2024,怎麼借東吳的書,借還書與流通服務
2024,如何找書,館藏查詢
2024,春上村樹 是誰,其他
2024,小書僮,客服機機人
2024,辦理借書證,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,我要找書,館藏查詢
2024,非書資料室在哪裡,開館時間與空間指引
2024,圖書館有武俠小說嗎,館藏查詢
2024,歐盟資訊中心簡介,行政庶務
2024,開館日期及時間,開館時間與空間指引
2024,.歐盟中心,行政庶務
2024,圖書館工讀生,工讀招募
2024,如何應徵圖書館工讀生,工讀招募
2024,圖書館工讀生徵選時程,工讀招募
2024,圖書館利用講習,圖書館推廣與展演活動
2024,學位論文提交,學位論文與比對系統
2024,學位論文提交,學位論文與比對系統
2024,小書僮,客服機機人
2024,你是誰,客服機機人
2024,畢業論文字號與字型?,學位論文與比對系統
2024,SDGS圖書,幫忙找資料
2024,如何申請電子資源的帳號密碼,電子資源與系統登入
2024,開館日期及時間,開館時間與空間指引
2024,新上架,館藏查詢
2024,台灣經濟新報,幫忙找資料
2024,我要找樹幹的書,幫忙找資料
2024,自習室,空間與設備
2024,校外人士進館,校外人士與校友服務
2024,我要找書,館藏查詢
2024,學位論文比對,學位論文與比對系統
2024,"請問論文比對先前已有先登入使用, 是否有使用期限問題",學位論文與比對系統
2024,校外人士進館,校外人士與校友服務
2024,請問可以投影電腦畫面又有桌子可使用的討論空間只有U306和U307嗎,空間與設備
2024,討論室預約,空間與設備
2024,工讀機會,工讀招募
2024,借還書規則,借還書與流通服務
2024,借還書規則,借還書與流通服務
2024,校外人士進館,校外人士與校友服務
2024,如何應徵圖書館工讀生,工讀招募
2024,圖書館工讀生,工讀招募
2024,X先生去哪裡,行政庶務
2024,校友借書,校外人士與校友服務
2024,開館日期及時間,開館時間與空間指引
2024,電子資源連線問題,電子資源與系統登入
2024,how many books,館藏查詢
2024,how many books,館藏查詢
2024,學位論文提交,學位論文與比對系統
2024,圖書館有幾個館員,行政庶務
2024,服務站,行政庶務
2024,冷氣,空間與設備
2024,我一次最多可以借閱幾本書,借還書與流通服務
2024,How many books can I borrow at one time?,借還書與流通服務
2024,I forgot about these library books!,借還書與流通服務
2024,Excuse me. I'd like to apply for a card,校外人士與校友服務
2024,I want to borrow a book,借還書與流通服務
2024,圖書館真是糟透了,其他
2024,圖書館為什麼冷氣開太強,空間與設備
2024,圖書館為什麼冷氣不強,空間與設備
2024,我要找館長,行政庶務
2024,我要找館員,行政庶務
2024,學位論文提交,學位論文與比對系統
2024,學位論文提交,學位論文與比對系統
2024,館際借書與複印,借還書與流通服務
2024,開館日期及時間,開館時間與空間指引
2024,借閱冊數,借還書與流通服務
